,Cen04,Cen17,Cen05,Cen06,Cen15,Cen07,Cen16,Cen10,Cen14,Cen13,Cen03,Cen12
OTU_0001,0.00582072176949942,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0002,0,0,0,0,0,0.00396039603960396,0.000530222693531283,0,0,0,0.000838222967309304,0
OTU_0003,0,0,0,0,0.00063653723742839,0,0.000265111346765642,0,0,0,0,0.0018357044515833
OTU_0004,0,0,0.00098135426889107,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0005,0,0.00514579759862779,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0006,0,0,0,0.00435161009573542,0.00063653723742839,0,0,0,0,0,0.000838222967309304,0
OTU_0007,0,0,0,0,0,0.00693069306930693,0,0,0,0,0.00167644593461861,0
OTU_0008,0,0,0,0.000870322019147084,0,0,0,0,0,0,0.00167644593461861,0
OTU_0009,0,0,0,0,0,0,0,0,0,0.00846702317290553,0,0
OTU_0010,0,0,0,0,0,0.00198019801980198,0.000265111346765642,0,0,0,0,0
OTU_0011,0,0,0,0,0,0,0,0,0,0.00846702317290553,0,0
OTU_0012,0,0,0,0,0,0.00297029702970297,0.000795334040296925,0,0,0,0.00251466890192791,0.000458926112895824
OTU_0013,0,0,0.0117762512266928,0,0,0,0,0,0,0,0,0
OTU_0014,0,0,0,0,0.00063653723742839,0,0.000530222693531283,0,0,0,0,0
OTU_0015,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0016,0,0,0.00588812561334642,0,0,0,0,0,0,0,0,0
OTU_0017,0.0128055878928987,0.00171526586620926,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0018,0,0,0,0,0,0.00099009900990099,0,0,0,0,0.000838222967309304,0
OTU_0019,0,0,0.00294406280667321,0,0,0.00099009900990099,0.000795334040296925,0.000338180588434224,0,0,0,0
OTU_0020,0,0,0,0.000870322019147084,0,0,0,0,0,0,0.00251466890192791,0
OTU_0021,0.00465657741559953,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0022,0,0,0.00098135426889107,0.00261096605744125,0,0,0,0,0,0,0,0
OTU_0023,0,0,0,0.00174064403829417,0,0,0,0,0,0,0.00167644593461861,0.000917852225791648
OTU_0024,0,0,0.00490677134445535,0,0,0.00099009900990099,0,0,0,0,0.00167644593461861,0
OTU_0025,0,0,0.00098135426889107,0,0,0.00099009900990099,0,0,0,0,0.000838222967309304,0
OTU_0026,0,0.00514579759862779,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0027,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0
OTU_0028,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0
OTU_0029,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0030,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0031,0,0,0,0,0,0,0.00291622481442206,0,0,0,0,0
OTU_0032,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0
OTU_0033,0.00349243306169965,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0034,0,0,0,0,0,0,0.00132555673382821,0,0,0,0.000838222967309304,0
OTU_0035,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0
OTU_0036,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0037,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0
OTU_0038,0.00349243306169965,0,0.00196270853778214,0.000870322019147084,0,0.00198019801980198,0.000265111346765642,0,0,0,0.00167644593461861,0
OTU_0039,0,0,0.00785083415112856,0,0,0,0,0,0,0,0,0
OTU_0040,0,0,0.00490677134445535,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0041,0,0,0,0.000870322019147084,0.00063653723742839,0.00297029702970297,0.00662778366914104,0,0,0,0,0
OTU_0042,0,0,0,0,0.00509229789942712,0,0.00477200424178155,0,0,0,0,0
OTU_0043,0.00116414435389988,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0044,0,0,0.00098135426889107,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0045,0,0,0.00490677134445535,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0046,0.0069848661233993,0,0.00098135426889107,0,0,0.00099009900990099,0,0,0,0,0.000838222967309304,0
OTU_0047,0,0.00171526586620926,0,0,0,0,0,0,0.00105764145954521,0,0,0
OTU_0048,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0049,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0050,0,0.00514579759862779,0,0.000870322019147084,0,0.00099009900990099,0,0,0,0,0.00419111483654652,0
OTU_0051,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0052,0,0,0,0,0,0,0.000265111346765642,0,0,0,0.000838222967309304,0
OTU_0053,0.00116414435389988,0,0.00196270853778214,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0054,0.00116414435389988,0.00686106346483705,0,0,0,0,0,0,0,0,0,0
OTU_0055,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0056,0,0,0.00686947988223749,0,0,0,0,0,0,0,0,0
OTU_0057,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0058,0.0430733410942957,0,0.00490677134445535,0,0,0.00297029702970297,0,0,0,0,0.00838222967309304,0
OTU_0059,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0060,0.00465657741559953,0,0,0.0147954743255004,0,0.00495049504950495,0,0,0,0,0,0
OTU_0061,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0
OTU_0062,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00642496558054153
OTU_0063,0,0,0.00883218842001963,0,0,0.00099009900990099,0,0,0,0,0.000838222967309304,0
OTU_0064,0.00116414435389988,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0065,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0066,0,0,0,0,0,0,0,0.00439634764964491,0,0,0,0.00504818724185406
OTU_0067,0,0,0,0,0,0.00297029702970297,0.000265111346765642,0,0,0,0,0.00137677833868747
OTU_0068,0,0,0.00196270853778214,0,0,0,0.00212089077412513,0,0,0,0.00838222967309304,0
OTU_0069,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0070,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0071,0,0,0,0.000870322019147084,0,0.00198019801980198,0,0,0,0,0,0
OTU_0072,0.00116414435389988,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0073,0,0,0.00098135426889107,0,0,0.00495049504950495,0.00159066808059385,0,0,0,0.00167644593461861,0
OTU_0074,0.00232828870779977,0,0.00196270853778214,0,0,0.00099009900990099,0,0,0,0,0.000838222967309304,0
OTU_0075,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0076,0.00582072176949942,0,0.00294406280667321,0.00174064403829417,0,0.00396039603960396,0,0,0,0,0.00335289186923722,0
OTU_0077,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0078,0,0,0,0,0,0.00297029702970297,0,0,0,0,0,0
OTU_0079,0,0,0,0,0.00318268618714195,0.00099009900990099,0.00132555673382821,0,0,0,0,0
OTU_0080,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0081,0,0,0,0,0.0763844684914067,0,0,0,0.0137493389740878,0.000445632798573975,0,0.0133088572739789
OTU_0082,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0083,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0084,0,0,0.00098135426889107,0,0.00127307447485678,0,0,0,0,0,0,0.00137677833868747
OTU_0085,0,0,0,0,0,0,0.000530222693531283,0,0.00370174510840825,0,0,0
OTU_0086,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0
OTU_0087,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0088,0.00349243306169965,0,0.00098135426889107,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0089,0,0,0.00098135426889107,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0090,0,0.00857632933104631,0,0,0,0,0,0,0,0,0,0
OTU_0091,0,0,0,0,0,0,0.000265111346765642,0,0,0,0.00167644593461861,0
OTU_0092,0,0,0.00588812561334642,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0093,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0094,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0
OTU_0095,0,0,0,0.000870322019147084,0,0,0.000265111346765642,0,0,0,0,0
OTU_0096,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0097,0,0,0,0,0,0.00297029702970297,0,0,0,0,0.00167644593461861,0
OTU_0098,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0099,0,0,0,0,0,0,0,0,0,0,0.00502933780385583,0
OTU_0100,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0101,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0102,0,0,0,0,0,0,0.000530222693531283,0,0,0,0.000838222967309304,0
OTU_0103,0.00116414435389988,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0104,0,0.00171526586620926,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0105,0,0,0.00196270853778214,0,0,0.00396039603960396,0,0,0,0,0,0
OTU_0106,0,0.0102915951972556,0,0,0,0.00099009900990099,0,0,0.00264410364886304,0,0,0
OTU_0107,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0108,0.00116414435389988,0,0.00196270853778214,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0109,0,0,0,0,0.00318268618714195,0,0,0,0.00158646218931782,0,0,0.00504818724185406
OTU_0110,0.00232828870779977,0,0.00294406280667321,0,0,0,0,0,0,0,0,0
OTU_0111,0.00349243306169965,0,0.00785083415112856,0,0,0.00594059405940594,0,0,0,0,0,0
OTU_0112,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0113,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0114,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0115,0,0,0,0,0,0,0.000265111346765642,0,0,0,0.000838222967309304,0
OTU_0116,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0
OTU_0117,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0118,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.000917852225791648
OTU_0119,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0120,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0.0018357044515833
OTU_0121,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0
OTU_0122,0,0,0,0,0,0,0,0,0,0,0,0.000917852225791648
OTU_0123,0,0,0,0,0.0063653723742839,0,0,0,0.00528820729772607,0,0,0.00137677833868747
OTU_0124,0,0,0,0.000870322019147084,0,0,0,0,0,0,0.000838222967309304,0
OTU_0125,0,0,0,0,0,0,0.00159066808059385,0,0,0,0.00586756077116513,0
OTU_0126,0,0,0,0,0,0.00198019801980198,0.000265111346765642,0,0,0,0,0
OTU_0127,0,0.00514579759862779,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0128,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0129,0,0,0,0,0.00063653723742839,0,0,0.0500507270882651,0,0,0,0.00367140890316659
OTU_0130,0,0,0,0,0,0,0,0,0,0,0,0.00321248279027077
OTU_0131,0,0,0,0.00174064403829417,0,0.00099009900990099,0,0,0,0,0,0.000458926112895824
OTU_0132,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0133,0,0.00514579759862779,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0134,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0135,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0136,0.00232828870779977,0,0.00196270853778214,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0137,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0138,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0139,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0140,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0141,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0142,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0143,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0144,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0145,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0147,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0148,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0149,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0150,0.00349243306169965,0,0,0,0,0,0,0,0,0,0,0
OTU_0151,0,0,0,0,0,0,0.00371155885471898,0,0,0,0,0
OTU_0152,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0153,0,0,0,0,0,0,0,0,0.00105764145954521,0,0,0
OTU_0154,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0155,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0156,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0158,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0159,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0
OTU_0160,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0161,0,0,0,0,0,0,0.00689289501590668,0,0,0,0,0.000458926112895824
OTU_0162,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0163,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0165,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0166,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0167,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0168,0,0,0,0,0,0,0.00397667020148462,0,0,0,0,0
OTU_0169,0,0.0205831903945112,0,0,0,0,0,0,0,0,0,0
OTU_0170,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0171,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0172,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0173,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0174,0,0,0,0,0,0,0,0,0,0,0,0.000917852225791648
OTU_0175,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0176,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0177,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0178,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0179,0,0,0,0,0,0,0.00371155885471898,0,0,0,0,0
OTU_0180,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0182,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0183,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0184,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0185,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0186,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0187,0,0,0,0,0,0.00693069306930693,0,0,0,0,0,0
OTU_0188,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0189,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0190,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0191,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0192,0,0,0,0,0,0.00198019801980198,0,0,0,0,0.00167644593461861,0
OTU_0193,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0194,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0195,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0196,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0197,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0198,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0199,0,0,0,0,0.00254614894971356,0,0,0,0,0,0,0
OTU_0200,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0201,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0
OTU_0202,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0203,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0204,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0205,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0206,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0207,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0208,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0209,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0210,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0211,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
